,North,South,East,West,Central,OverallReading
6:00pm,56,45,52,45,52,45-56
7:00pm,56,47,52,46,52,46-56
8:00pm,55,46,52,45,52,45-55
9:00pm,55,45,52,45,52,45-55
10:00pm,55,46,52,45,52,45-55
11:00pm,55,44,52,44,51,44-55
12:00am,55,46,52,43,51,43-55
14/10/2017
1:00am,54,47,53,43,51,43-54
2:00am,55,47,53,43,51,43-55
3:00am,55,48,53,43,51,43-55
4:00am,55,48,53,42,51,42-55
5:00am,54,46,53,41,51,41-54
6:00am,54,46,52,40,50,40-54
7:00am,53,44,52,39,48,39-53
8:00am,53,41,52,37,46,37-53
9:00am,52,41,52,36,45,36-52
10:00am,52,40,52,35,44,35-52
11:00am,51,42,51,34,43,34-51
12:00pm,50,45,51,36,41,36-51
1:00pm,48,47,52,35,42,35-52
2:00pm,48,48,52,36,41,36-52
3:00pm,47,47,51,37,41,37-51
4:00pm,46,47,50,35,39,35-50
5:00pm,46,47,49,35,38,35-49
6:00pm,47,45,48,36,38,36-48
7:00pm,48,46,51,37,37,37-51
8:00pm,50,47,51,39,37,37-51
9:00pm,51,48,52,41,39,39-52
10:00pm,52,47,52,43,41,41-52
11:00pm,53,50,53,45,43,43-53
12:00am,54,52,54,48,47,47-54
15/10/2017
1:00am,55,53,55,51,51,51-55
2:00am,57,54,57,53,53,53-57
3:00am,58,55,58,53,55,53-58
4:00am,59,56,59,54,56,54-59
5:00am,60,58,60,55,58,55-60
6:00am,61,58,62,55,59,55-62
7:00am,63,59,63,56,60,56-63
8:00am,64,61,64,56,60,56-64
9:00am,65,63,65,56,61,56-65
10:00am,65,64,67,56,62,56-67
11:00am,65,64,68,57,63,57-68
12:00pm,66,65,69,57,64,57-69
1:00pm,66,65,69,58,64,58-69
2:00pm,66,66,69,58,65,58-69
3:00pm,66,66,70,58,65,58-70
4:00pm,66,67,70,58,66,58-70
5:00pm,66,67,71,59,66,59-71
6:00pm,65,67,71,58,66,58-71
7:00pm,64,66,71,58,66,58-71
8:00pm,64,66,71,57,66,57-71
9:00pm,65,66,71,57,65,57-71
10:00pm,66,65,71,56,66,56-71
11:00pm,66,66,70,56,66,56-70
12:00am,66,65,69,56,65,56-69
16/10/2017
1:00am,65,65,68,56,64,56-68
2:00am,64,64,67,56,63,56-67
3:00am,63,63,66,56,62,56-66
4:00am,63,62,65,56,61,56-65
5:00am,62,61,64,56,59,56-64
6:00am,62,61,64,56,59,56-64
7:00am,61,60,63,56,58,56-63
8:00am,59,58,62,56,57,56-62
9:00am,59,57,61,56,57,56-61
10:00am,59,57,60,55,56,55-60
11:00am,59,56,59,55,56,55-59
12:00pm,59,55,58,54,55,54-59
1:00pm,58,54,57,54,54,54-58
2:00pm,59,54,57,54,54,54-59
3:00pm,58,54,57,54,54,54-58
4:00pm,58,54,56,55,54,54-58
5:00pm,58,55,56,54,53,53-58
6:00pm,58,55,56,54,54,54-58
7:00pm,58,54,57,54,54,54-58
8:00pm,58,55,57,54,54,54-58
9:00pm,57,56,57,54,54,54-57
10:00pm,56,57,56,54,54,54-57
11:00pm,55,56,56,54,54,54-56
12:00am,55,57,57,53,55,53-57
17/10/2017
1:00am,55,57,58,53,55,53-58
2:00am,55,57,58,52,55,52-58
3:00am,55,58,58,51,56,51-58
4:00am,55,58,58,52,56,52-58
5:00am,55,58,58,51,56,51-58
6:00am,55,58,58,51,55,51-58
7:00am,55,57,57,50,55,50-57
8:00am,56,58,58,51,55,51-58
9:00am,56,57,58,52,55,52-58
10:00am,56,57,57,52,55,52-57
11:00am,56,58,58,52,55,52-58
12:00pm,56,58,58,52,56,52-58
1:00pm,56,58,58,52,56,52-58
2:00pm,56,59,58,52,56,52-59
3:00pm,56,58,58,52,56,52-58
4:00pm,56,58,58,51,56,51-58
5:00pm,56,57,57,49,56,49-57
6:00pm,56,57,57,49,56,49-57
7:00pm,56,58,57,49,56,49-58
8:00pm,56,57,57,51,56,51-57
9:00pm,56,57,56,51,56,51-57
10:00pm,56,56,56,52,56,52-56
11:00pm,56,56,57,52,56,52-57
12:00am,56,56,56,53,55,53-56
18/10/2017
1:00am,56,55,56,54,55,54-56
2:00am,56,56,55,54,55,54-56
3:00am,55,55,55,54,54,54-55
4:00am,55,55,54,54,54,54-55
5:00am,55,55,54,56,54,54-56
6:00am,55,55,54,56,54,54-56
7:00am,55,55,54,57,54,54-57
8:00am,55,55,54,57,54,54-57
9:00am,55,55,53,57,54,53-57
10:00am,55,55,54,58,54,54-58
11:00am,55,55,54,59,54,54-59
12:00pm,55,55,54,61,55,54-61
1:00pm,55,55,54,62,55,54-62
2:00pm,56,55,55,62,55,55-62
3:00pm,56,55,56,62,55,55-62
4:00pm,56,55,57,62,56,55-62
5:00pm,57,55,57,63,55,55-63
6:00pm,57,55,57,63,55,55-63
7:00pm,57,55,57,62,62,55-62
8:00pm,58,54,58,62,63,54-63
9:00pm,58,55,59,61,61,55-61
10:00pm,58,55,59,61,55,55-61
11:00pm,59,55,59,61,55,55-61
12:00am,59,55,59,61,55,55-61
19/10/2017
1:00am,58,55,60,61,55,55-61
2:00am,59,55,60,61,56,55-61
3:00am,59,56,60,61,56,56-61
4:00am,61,57,61,60,56,56-61
5:00am,62,57,61,59,57,57-62
6:00am,62,58,61,58,57,57-62
7:00am,63,58,62,58,57,57-63
8:00am,63,59,62,58,58,58-63
9:00am,64,59,63,58,58,58-64
10:00am,64,60,63,58,59,58-64
11:00am,63,59,64,57,60,57-64
12:00pm,63,59,65,55,59,55-65
1:00pm,63,60,65,55,59,55-65
2:00pm,63,60,65,54,59,54-65
3:00pm,62,60,65,55,59,55-65
4:00pm,62,62,66,56,59,56-66
5:00pm,62,63,67,57,60,57-67
6:00pm,62,63,68,57,60,57-68
7:00pm,63,63,68,57,60,57-68
8:00pm,63,64,67,57,60,57-67
9:00pm,63,64,67,58,60,58-67
10:00pm,63,64,66,58,60,58-66
11:00pm,63,63,67,57,60,57-67
12:00am,63,64,67,57,60,57-67
20/10/2017
1:00am,65,63,69,58,61,58-69
2:00am,65,65,70,58,62,58-70
3:00am,66,66,71,59,63,59-71
4:00am,66,67,72,59,64,59-72
5:00am,66,67,72,60,65,60-72
6:00am,67,67,73,61,66,61-73
7:00am,67,68,74,62,68,62-74
8:00am,67,70,75,63,70,63-75
9:00am,68,72,76,65,71,65-76
10:00am,68,74,76,66,73,66-76
11:00am,68,75,77,67,73,67-77
12:00pm,69,76,78,68,74,68-78
1:00pm,69,75,78,68,74,68-78
2:00pm,68,75,77,68,74,68-77
3:00pm,69,75,77,68,73,68-77
4:00pm,69,73,75,67,73,67-75
5:00pm,69,74,75,67,73,67-75
6:00pm,69,74,74,67,74,67-74
7:00pm,69,75,75,67,74,67-75
8:00pm,69,76,76,67,75,67-76
9:00pm,69,76,77,67,75,67-77
10:00pm,69,76,77,68,75,68-77
11:00pm,71,76,76,68,75,68-76
12:00am,71,77,75,68,75,68-77
21/10/2017
1:00am,70,77,74,69,74,69-77
2:00am,69,75,73,70,73,69-75
3:00am,69,73,71,71,72,69-73
4:00am,68,73,71,71,71,68-73
5:00am,67,72,70,70,70,67-72
6:00am,67,72,69,70,69,67-72
7:00am,67,70,68,69,67,67-70
8:00am,67,68,67,68,65,65-68
9:00am,67,66,66,67,63,63-67
10:00am,66,63,64,66,61,61-66
11:00am,67,62,63,66,60,60-67
12:00pm,67,62,63,66,60,60-67
1:00pm,67,61,62,67,60,60-67
2:00pm,68,62,63,67,61,61-68
3:00pm,70,62,63,67,62,62-70
4:00pm,70,63,65,68,63,63-70
5:00pm,71,63,65,68,63,63-71
6:00pm,71,62,66,68,63,62-71
7:00pm,71,62,66,68,63,62-71
8:00pm,73,62,66,69,63,62-73
9:00pm,74,63,66,70,64,63-74
10:00pm,75,64,66,70,65,64-75
11:00pm,74,65,67,72,66,65-74
12:00am,74,64,68,72,67,64-74
22/10/2017
1:00am,74,66,69,72,69,66-74
2:00am,74,67,70,71,70,67-74
3:00am,74,68,70,70,71,68-74
4:00am,74,68,70,70,71,68-74
5:00am,75,69,71,70,71,69-75
6:00am,75,70,71,71,72,70-75
7:00am,75,71,72,71,73,71-75
8:00am,76,72,72,73,74,72-76
9:00am,75,73,72,73,75,72-75
10:00am,76,74,73,73,75,73-76
11:00am,76,74,73,73,75,73-76
12:00pm,75,73,72,72,74,72-75
1:00pm,75,73,71,71,73,71-75
2:00pm,74,72,70,70,72,70-74
3:00pm,73,72,69,70,71,69-73
4:00pm,73,71,67,69,70,67-73
5:00pm,73,72,67,69,70,67-73
6:00pm,73,72,66,69,69,66-73
7:00pm,72,72,66,69,70,66-72
8:00pm,70,72,66,67,69,66-72
9:00pm,69,71,65,67,69,65-71
10:00pm,68,69,65,66,68,65-69
11:00pm,68,68,64,64,67,64-68
12:00am,67,68,64,63,65,63-68
23/10/2017
1:00am,67,67,63,63,64,63-67
2:00am,67,66,63,62,63,62-67
3:00am,67,65,63,62,63,62-67
4:00am,66,65,63,61,63,61-66
5:00am,66,65,63,61,63,61-66
6:00am,66,64,62,60,62,60-66
7:00am,66,63,63,60,62,60-66
8:00am,65,63,64,58,62,58-65
9:00am,66,62,64,57,62,57-66
10:00am,66,63,63,56,62,56-66
11:00am,66,62,63,55,62,55-66
12:00pm,66,63,63,55,62,55-66
1:00pm,66,63,64,55,63,55-66
2:00pm,65,63,65,55,63,55-65
3:00pm,65,62,65,55,63,55-65
4:00pm,64,62,65,56,63,56-65
5:00pm,64,62,65,56,62,56-65
6:00pm,64,62,65,56,62,56-65
7:00pm,64,61,65,56,62,56-65
8:00pm,64,61,65,56,61,56-65
9:00pm,65,61,65,56,61,56-65
10:00pm,66,61,64,56,61,56-66
11:00pm,67,61,65,56,61,56-67
12:00am,67,61,65,56,62,56-67
24/10/2017
1:00am,68,61,66,57,63,57-68
2:00am,69,62,67,58,63,58-69
3:00am,69,63,67,59,64,59-69
4:00am,70,63,67,60,64,60-70
5:00am,69,64,68,62,64,62-69
6:00am,69,65,68,62,65,62-69
7:00am,69,66,68,62,66,62-69
8:00am,69,67,67,64,66,64-69
9:00am,68,68,67,64,67,64-68
10:00am,68,68,68,65,67,65-68
11:00am,69,69,70,67,67,67-70
12:00pm,69,68,70,67,68,67-70
1:00pm,69,68,70,67,67,67-70
2:00pm,69,69,70,67,67,67-70
3:00pm,70,69,71,66,68,66-71
4:00pm,70,70,70,66,67,66-70
5:00pm,71,71,71,66,68,66-71
6:00pm,72,71,71,66,69,66-72
7:00pm,72,71,72,66,70,66-72
8:00pm,72,72,73,67,70,67-73
9:00pm,71,73,73,68,71,68-73
10:00pm,70,74,73,68,72,68-74
11:00pm,70,74,73,70,72,70-74
12:00am,70,74,72,70,71,70-74
25/10/2017
1:00am,69,74,72,70,71,69-74
2:00am,69,73,71,69,70,69-73
3:00am,68,74,71,69,71,68-74
4:00am,68,74,71,68,72,68-74
5:00am,68,74,71,68,72,68-74
6:00am,69,74,71,68,72,68-74
7:00am,69,75,71,68,73,68-75
8:00am,69,76,71,69,72,69-76
9:00am,69,75,71,70,72,69-75
10:00am,69,76,71,70,72,69-76
11:00am,68,76,70,69,73,68-76
12:00pm,68,78,70,69,74,68-78
1:00pm,67,79,70,71,74,67-79
2:00pm,67,78,70,72,74,67-78
3:00pm,67,79,71,74,74,67-79
4:00pm,68,80,71,75,76,68-80
5:00pm,68,80,71,74,76,68-80
6:00pm,67,80,71,74,75,67-80
7:00pm,66,80,70,74,75,66-80
8:00pm,66,79,69,73,74,66-79
9:00pm,66,77,68,72,73,66-77
10:00pm,65,77,68,72,72,65-77
11:00pm,64,75,67,71,71,64-75
12:00am,64,74,66,69,70,64-74
26/10/2017
1:00am,63,74,66,69,70,63-74
2:00am,63,74,66,68,70,63-74
3:00am,63,73,66,67,69,63-73
4:00am,62,72,66,67,68,62-72
5:00am,61,70,65,67,68,61-70
6:00am,61,69,64,67,67,61-69
7:00am,60,67,64,66,67,60-67
8:00am,59,66,63,64,66,59-66
9:00am,60,66,62,64,65,60-66
10:00am,59,65,62,62,64,59-65
11:00am,60,64,62,62,63,60-64
12:00pm,60,62,62,62,62,60-62
1:00pm,60,62,62,62,62,60-62
2:00pm,60,62,62,61,62,60-62
3:00pm,60,62,62,59,62,59-62
4:00pm,60,60,62,58,61,58-62
5:00pm,59,58,61,58,61,58-61
6:00pm,60,58,61,57,61,57-61
7:00pm,61,57,62,57,61,57-62
8:00pm,61,58,63,57,63,57-63
9:00pm,61,59,64,58,65,58-65
10:00pm,60,61,65,58,66,58-66
11:00pm,61,63,65,58,68,58-68
12:00am,62,65,66,59,70,59-70
27/10/2017
1:00am,62,66,66,60,70,60-70
2:00am,62,68,67,61,71,61-71
3:00am,63,70,66,62,72,62-72
4:00am,64,70,67,61,73,61-73
5:00am,64,71,69,62,72,62-72
6:00am,65,71,70,62,72,62-72
7:00am,65,71,71,61,72,61-72
8:00am,65,71,72,61,72,61-72
9:00am,65,70,72,60,73,60-73
10:00am,66,72,73,60,73,60-73
11:00am,67,72,72,60,74,60-74
12:00pm,67,73,73,59,75,59-75
1:00pm,67,72,72,58,74,58-74
2:00pm,67,72,72,58,74,58-74
3:00pm,67,72,72,58,74,58-74
4:00pm,66,73,72,58,73,58-73
5:00pm,66,73,72,58,73,58-73
6:00pm,66,74,72,58,73,58-74
7:00pm,66,73,72,58,72,58-73
8:00pm,66,74,71,57,71,57-74
9:00pm,65,73,70,57,70,57-73
10:00pm,65,71,70,57,68,57-71
11:00pm,65,69,70,57,67,57-70
12:00am,65,68,70,56,66,56-70
28/10/2017
1:00am,64,67,70,55,65,55-70
2:00am,64,65,70,55,63,55-70
3:00am,64,64,71,55,63,55-71
4:00am,64,64,70,55,62,55-70
5:00am,63,63,69,54,62,54-69
6:00am,64,63,68,54,62,54-68
7:00am,64,63,67,54,62,54-67
8:00am,63,63,66,54,62,54-66
9:00am,63,62,65,53,61,53-65
10:00am,62,61,64,53,60,53-64
11:00am,61,60,64,54,59,54-64
12:00pm,61,59,63,54,59,54-63
1:00pm,61,59,63,54,59,54-63
2:00pm,61,59,63,54,59,54-63
3:00pm,60,58,62,54,58,54-62
4:00pm,59,58,61,54,58,54-61
5:00pm,59,58,61,54,57,54-61
6:00pm,58,58,60,54,57,54-60
7:00pm,58,58,60,54,57,54-60
8:00pm,58,56,60,54,56,54-60
9:00pm,58,56,60,54,56,54-60
10:00pm,58,57,60,54,56,54-60
11:00pm,57,57,59,54,57,54-59
12:00am,56,58,58,54,57,54-58
29/10/2017
1:00am,55,57,57,53,57,53-57
2:00am,55,57,56,52,57,52-57
3:00am,54,56,55,51,56,51-56
4:00am,54,55,55,50,55,50-55
5:00am,53,54,55,49,54,49-55
6:00am,52,54,55,48,54,48-55
7:00am,52,54,54,46,53,46-54
8:00am,52,54,54,44,53,44-54
9:00am,52,54,54,44,52,44-54
10:00am,52,54,54,43,52,43-54
11:00am,52,54,54,42,53,42-54
12:00pm,52,55,54,41,53,41-55
1:00pm,52,55,54,39,53,39-55
2:00pm,52,56,54,39,54,39-56
3:00pm,52,56,54,40,54,40-56
4:00pm,53,55,54,40,54,40-55
5:00pm,52,54,54,38,54,38-54
6:00pm,52,54,53,36,54,36-54
7:00pm,52,55,53,36,55,36-55
8:00pm,51,56,53,36,56,36-56
9:00pm,49,56,52,35,55,35-56
10:00pm,50,55,52,33,54,33-55
11:00pm,50,54,53,33,53,33-54
12:00am,51,53,54,33,53,33-54
30/10/2017
1:00am,52,53,54,34,52,34-54
2:00am,52,52,55,34,51,34-55
3:00am,52,52,55,35,52,35-55
4:00am,52,53,55,34,52,34-55
5:00am,52,53,55,34,52,34-55
6:00am,52,53,55,34,52,34-55
7:00am,51,53,55,34,51,34-55
8:00am,50,52,55,33,51,33-55
9:00am,49,52,55,33,51,33-55
10:00am,49,51,55,32,51,32-55
11:00am,49,52,54,31,51,31-54
12:00pm,47,49,54,28,50,28-54
1:00pm,46,48,54,28,49,28-54
2:00pm,43,45,53,29,44,29-53
3:00pm,41,45,52,27,45,27-52
4:00pm,39,43,52,27,43,27-52
5:00pm,39,42,52,28,43,28-52
6:00pm,40,40,52,29,41,29-52
7:00pm,39,39,52,31,37,31-52
8:00pm,40,37,51,32,38,32-51
9:00pm,40,37,51,32,38,32-51
10:00pm,39,39,51,32,38,32-51
11:00pm,40,39,50,32,37,32-50
12:00am,38,41,46,33,38,33-46
31/10/2017
1:00am,36,41,43,32,38,32-43
2:00am,35,41,41,32,38,32-41
3:00am,34,42,39,31,37,31-42
4:00am,35,42,38,31,38,31-42
5:00am,36,42,38,30,38,30-42
6:00am,35,39,39,31,39,31-39
7:00am,35,39,41,31,39,31-41
8:00am,35,39,41,32,39,32-41
9:00am,34,39,41,32,38,32-41
10:00am,34,38,40,31,37,31-40
11:00am,34,37,39,30,37,30-39
12:00pm,35,37,40,30,36,30-40
1:00pm,35,36,40,31,37,31-40
2:00pm,36,34,40,31,37,31-40
3:00pm,38,34,42,31,37,31-42
4:00pm,40,34,44,29,38,29-44
5:00pm,42,35,47,29,39,29-47
6:00pm,43,37,50,27,41,27-50
7:00pm,45,40,51,26,43,26-51
8:00pm,47,42,52,27,42,27-52
9:00pm,50,45,52,28,45,28-52
10:00pm,52,48,53,32,48,32-53
11:00pm,53,51,53,34,49,34-53
12:00am,54,52,54,35,51,35-54
1/11/2017
1:00am,55,53,55,38,51,38-55
2:00am,56,54,55,38,52,38-56
3:00am,57,55,56,41,53,41-57
4:00am,57,55,56,45,53,45-57
5:00am,58,56,56,47,54,47-58
6:00am,58,58,56,51,55,51-58
7:00am,59,59,57,53,56,53-59
8:00am,60,60,58,54,57,54-60
9:00am,61,60,59,54,58,54-61
10:00am,62,61,60,56,59,56-62
11:00am,63,62,61,58,59,58-63
12:00pm,64,62,62,59,60,59-64
1:00pm,64,63,63,59,60,59-64
2:00pm,65,64,65,59,61,59-65
3:00pm,66,66,66,60,62,60-66
4:00pm,66,66,66,60,62,60-66
5:00pm,66,66,66,61,62,61-66
6:00pm,66,67,66,61,63,61-67
7:00pm,66,66,65,61,62,61-66
8:00pm,65,67,65,61,63,61-67
9:00pm,65,66,65,61,62,61-66
10:00pm,65,66,66,60,62,60-66
11:00pm,64,65,66,60,62,60-66
12:00am,64,65,66,60,62,60-66
2/11/2017
1:00am,65,64,66,59,62,59-66
2:00am,65,63,66,60,62,60-66
3:00am,65,62,66,59,62,59-66
4:00am,64,62,67,58,61,58-67
5:00am,64,61,67,58,61,58-67
6:00am,65,59,67,57,60,57-67
7:00am,65,59,67,56,60,56-67
8:00am,64,58,66,56,60,56-66
9:00am,64,59,65,55,59,55-65
10:00am,63,59,65,54,59,54-65
11:00am,62,58,64,52,59,52-64
12:00pm,61,59,65,52,59,52-65
1:00pm,61,59,64,52,59,52-64
2:00pm,60,58,63,52,58,52-63
3:00pm,59,56,62,52,57,52-62
4:00pm,59,57,61,51,57,51-61
5:00pm,59,56,60,49,57,49-60
6:00pm,58,55,60,47,56,47-60
7:00pm,59,55,61,47,56,47-61
8:00pm,59,54,62,46,56,46-62
9:00pm,59,54,62,45,57,45-62
10:00pm,59,55,62,45,57,45-62
11:00pm,59,55,63,46,58,46-63
12:00am,59,56,63,49,59,49-63
3/11/2017
1:00am,58,58,64,50,60,50-64
2:00am,57,58,64,52,60,52-64
3:00am,58,59,64,53,60,53-64
4:00am,58,59,64,53,61,53-64
5:00am,58,59,64,53,60,53-64
6:00am,56,59,63,52,60,52-63
7:00am,56,58,62,52,59,52-62
8:00am,55,59,62,52,59,52-62
9:00am,55,58,62,52,58,52-62
10:00am,56,58,62,52,58,52-62
11:00am,56,58,62,51,58,51-62
12:00pm,55,57,61,51,57,51-61
1:00pm,55,57,60,49,57,49-60
2:00pm,56,57,60,49,57,49-60
3:00pm,56,57,59,49,57,49-59
4:00pm,56,56,59,50,57,50-59
5:00pm,56,56,59,51,56,51-59
6:00pm,56,56,59,51,56,51-59
7:00pm,56,56,59,51,56,51-59
8:00pm,55,55,58,50,56,50-58
9:00pm,55,54,57,51,55,51-57
10:00pm,55,54,56,49,55,49-56
11:00pm,54,54,55,48,53,48-55
12:00am,54,53,55,44,52,44-55
4/11/2017
1:00am,53,51,53,41,51,41-53
2:00am,52,51,52,35,46,35-52
3:00am,51,47,50,31,42,31-51
4:00am,48,44,45,29,38,29-48
5:00am,49,44,45,30,37,30-49
6:00am,51,45,46,31,38,31-51
7:00am,51,48,47,31,38,31-51
8:00am,52,49,46,31,37,31-52
9:00am,52,51,48,30,40,30-52
10:00am,52,53,49,31,42,31-53
11:00am,52,53,51,32,43,32-53
12:00pm,52,53,52,34,46,34-53
1:00pm,53,53,52,35,46,35-53
2:00pm,52,53,52,37,46,37-53
3:00pm,52,54,52,38,46,38-54
4:00pm,52,54,51,38,46,38-54
5:00pm,53,55,52,39,47,39-55
6:00pm,53,56,51,39,48,39-56
7:00pm,53,57,51,40,47,40-57
8:00pm,53,57,51,41,46,41-57
9:00pm,53,57,51,41,44,41-57
10:00pm,52,57,51,41,44,41-57
11:00pm,52,57,50,41,44,41-57
12:00am,52,56,48,41,45,41-56
5/11/2017
1:00am,53,56,49,41,46,41-56
2:00am,52,56,50,41,47,41-56
3:00am,52,56,50,41,49,41-56
4:00am,52,57,51,41,50,41-57
5:00am,52,57,52,41,51,41-57
6:00am,52,57,52,41,51,41-57
7:00am,52,56,52,41,51,41-56
8:00am,53,56,52,38,51,38-56
9:00am,53,55,52,39,50,39-55
10:00am,53,54,51,39,48,39-54
11:00am,53,53,49,39,46,39-53
12:00pm,52,53,47,36,43,36-53
1:00pm,52,52,47,35,41,35-52
2:00pm,52,52,48,35,40,35-52
3:00pm,51,51,49,36,41,36-51
4:00pm,52,50,49,36,40,36-52
5:00pm,51,46,48,37,38,37-51
6:00pm,50,43,49,37,37,37-50
7:00pm,49,41,49,36,36,36-49
8:00pm,46,40,48,36,35,35-48
9:00pm,47,41,50,35,37,35-50
10:00pm,51,41,51,36,38,36-51
11:00pm,51,40,52,37,38,37-52
12:00am,52,41,52,40,39,39-52
6/11/2017
1:00am,52,43,51,41,40,40-52
2:00am,52,42,51,41,40,40-52
3:00am,52,40,50,41,38,38-52
4:00am,52,38,48,40,37,37-52
5:00am,51,36,46,39,34,34-51
6:00am,50,36,44,39,34,34-50
7:00am,46,36,43,39,33,33-46
8:00am,43,35,41,39,32,32-43
9:00am,41,36,40,39,32,32-41
10:00am,40,38,42,38,33,33-42
11:00am,39,39,41,40,34,34-41
12:00pm,40,40,43,44,36,36-44
1:00pm,43,42,44,46,39,39-46
2:00pm,47,43,45,46,41,41-47
3:00pm,47,44,45,44,44,44-47
4:00pm,46,44,45,43,46,43-46
5:00pm,48,46,48,40,50,40-50
6:00pm,51,47,51,39,52,39-52
7:00pm,52,48,52,40,52,40-52
8:00pm,52,52,54,42,54,42-54
9:00pm,52,53,54,43,55,43-55
10:00pm,52,54,54,43,55,43-55
11:00pm,52,54,54,43,56,43-56
12:00am,51,55,55,41,56,41-56
7/11/2017
1:00am,50,55,55,41,56,41-56
2:00am,51,56,55,42,56,42-56
3:00am,51,56,55,43,57,43-57
4:00am,52,56,56,45,57,45-57
5:00am,52,56,57,47,57,47-57
6:00am,53,56,57,48,57,48-57
7:00am,53,56,57,49,57,49-57
8:00am,54,56,58,49,57,49-58
9:00am,54,56,58,49,57,49-58
10:00am,54,56,58,51,57,51-58
11:00am,54,56,58,50,57,50-58
12:00pm,54,56,58,46,57,46-58
1:00pm,53,56,58,44,57,44-58
2:00pm,53,57,58,42,56,42-58
3:00pm,53,57,59,42,56,42-59
4:00pm,53,58,59,42,56,42-59
5:00pm,53,58,58,43,56,43-58
6:00pm,52,58,58,47,55,47-58
7:00pm,52,58,57,47,55,47-58
8:00pm,52,58,57,45,54,45-58
9:00pm,53,58,56,45,54,45-58
10:00pm,53,57,56,46,54,46-57
11:00pm,54,58,56,46,54,46-58
12:00am,55,58,56,47,54,47-58
8/11/2017
1:00am,56,58,56,48,55,48-58
2:00am,55,59,56,51,55,51-59
3:00am,55,60,57,51,56,51-60
4:00am,55,61,56,51,57,51-61
5:00am,55,62,56,51,57,51-62
6:00am,54,62,56,50,57,50-62
7:00am,54,62,56,49,57,49-62
8:00am,54,61,55,48,57,48-61
9:00am,53,61,55,47,57,47-61
10:00am,53,61,54,44,56,44-61
11:00am,52,60,54,43,56,43-60
12:00pm,52,60,54,42,55,42-60
1:00pm,52,60,53,41,55,41-60
2:00pm,52,59,52,41,54,41-59
3:00pm,51,58,52,42,54,42-58
4:00pm,48,57,50,41,53,41-57
5:00pm,47,56,49,40,52,40-56
6:00pm,47,56,47,37,51,37-56
7:00pm,45,55,44,35,49,35-55
8:00pm,41,54,41,35,47,35-54
9:00pm,39,53,39,34,45,34-53
10:00pm,38,52,38,32,41,32-52
11:00pm,37,51,36,32,38,32-51
12:00am,33,49,37,30,36,30-49
9/11/2017
1:00am,32,46,36,28,33,28-46
2:00am,37,43,36,25,30,25-43
3:00am,41,38,38,24,28,24-41
4:00am,45,36,43,24,28,24-45
5:00am,48,33,45,23,28,23-48
6:00am,51,33,47,23,30,23-51
7:00am,52,35,50,24,33,24-52
8:00am,53,37,51,26,35,26-53
9:00am,53,38,52,26,36,26-53
10:00am,53,40,53,27,38,27-53
11:00am,54,41,53,29,40,29-54
12:00pm,54,42,54,33,42,33-54
1:00pm,55,44,54,35,44,35-55
2:00pm,55,45,55,34,46,34-55
3:00pm,56,51,56,35,49,35-56
4:00pm,57,52,57,37,51,37-57
5:00pm,57,52,57,37,52,37-57
6:00pm,57,52,57,37,52,37-57
7:00pm,57,52,57,37,52,37-57
8:00pm,57,53,58,37,52,37-58
9:00pm,56,53,58,37,52,37-58
10:00pm,56,52,58,38,51,38-58
11:00pm,55,52,59,38,50,38-59
12:00am,55,51,59,37,48,37-59
10/11/2017
1:00am,54,50,59,37,48,37-59
2:00am,54,49,59,37,47,37-59
3:00am,53,51,58,36,47,36-58
4:00am,52,51,57,36,44,36-57
5:00am,49,51,56,36,42,36-56
6:00am,46,51,55,35,40,35-55
7:00am,45,51,55,35,39,35-55
8:00am,44,50,55,35,40,35-55
9:00am,43,48,54,36,39,36-54
10:00am,44,46,54,38,37,37-54
11:00am,43,44,54,39,35,35-54
12:00pm,42,42,53,39,34,34-53
1:00pm,43,42,53,39,34,34-53
2:00pm,42,41,53,39,32,32-53
3:00pm,42,39,53,37,32,32-53
4:00pm,41,37,53,35,33,33-53
5:00pm,42,36,53,35,33,33-53
6:00pm,42,36,53,35,34,34-53
7:00pm,42,36,53,35,34,34-53
8:00pm,41,37,53,35,35,35-53
9:00pm,42,37,53,35,35,35-53
10:00pm,43,38,53,35,36,35-53
11:00pm,44,39,52,36,36,36-52
12:00am,45,39,52,37,38,37-52
11/11/2017
1:00am,44,39,52,37,39,37-52
2:00am,43,39,53,38,40,38-53
3:00am,44,37,53,40,42,37-53
4:00am,46,37,53,40,44,37-53
5:00am,48,37,54,41,46,37-54
6:00am,49,37,54,41,47,37-54
7:00am,51,38,54,42,48,38-54
8:00am,52,38,55,41,48,38-55
9:00am,52,38,55,40,47,38-55
10:00am,52,40,55,39,47,39-55
11:00am,51,43,56,36,48,36-56
12:00pm,51,47,57,36,49,36-57
1:00pm,51,48,57,34,51,34-57
2:00pm,49,48,56,33,52,33-56
3:00pm,47,46,55,33,48,33-55
4:00pm,45,46,54,33,47,33-54
5:00pm,45,49,54,33,45,33-54
6:00pm,47,51,54,33,45,33-54
7:00pm,48,52,55,34,47,34-55
8:00pm,51,53,55,34,48,34-55
9:00pm,52,54,55,35,51,35-55
10:00pm,52,54,56,35,52,35-56
11:00pm,52,55,57,35,53,35-57
12:00am,53,55,58,35,54,35-58
12/11/2017
1:00am,53,55,58,34,54,34-58
2:00am,54,55,58,34,55,34-58
3:00am,54,56,58,33,55,33-58
